product_id,title,category_tree,final_price,currency,item_details,shipping_return_policies,url,seller_shop_name
5000000215,Hand-Sculpted Buffaloberry Ceramic Figurine,"[""Art & Collectibles"",""Sculpture"",""Ceramic Figurines""]",67.03,USD,Hand-sculpted stoneware ceramic figurine with buffaloberry glaze details. Each piece is individually made and unique. Kiln-fired for durability. Approx 4 inches tall.,"[""Ready to ship"",""Free shipping all US orders"",""Refunds within 7 days unopened"",""Ships from Durango, CO""]",https://www.etsy.com/listing/5000000215/hand-sculpted-buffaloberry-ceramic-figurine?ref=search_grid,RosequartzRings
5000000216,Fine Art Aurora Nature Photograph Print,"[""Art & Collectibles"",""Photography"",""Nature Photography""]",48.38,USD,Archival fine art print of original aurora nature photograph. Printed on 100% cotton rag paper with pigment inks. Fade-resistant for 100+ years. Available in 5x7 to 16x20.,"[""Made to order 3-5 business days"",""Free USPS First Class shipping"",""Returns accepted within 30 days"",""Ships from Asheville, NC""]",https://www.etsy.com/listing/5000000216/fine-art-aurora-nature-photograph-print?ref=search_grid,HarvestMoonGoods
5000000217,Goat Milk Twilight Artisan Soap,"[""Bath & Beauty"",""Soaps"",""Goat Milk Soaps""]",15.24,USD,"Nourishing goat milk soap with twilight fragrance and botanical inclusions. Cold-process method preserves natural glycerin. Free from sulfates, parabens, and artificial colors. 4.5oz bar.","[""In stock ships within 1-2 days"",""Flat rate shipping $3.99"",""Exchanges only on unused items"",""Ships from Portland, ME""]",https://www.etsy.com/listing/5000000217/goat-milk-twilight-artisan-soap?ref=search_grid,TerraThreadWorks
5000000218,Solid Heather Shampoo Bar,"[""Bath & Beauty"",""Hair Care"",""Shampoo Bars""]",17.74,USD,"Zero-waste solid shampoo bar with heather herbal blend. Replaces 2-3 bottles of liquid shampoo. Sulfate-free, suitable for all hair types. Lasts 60-80 washes. Comes in compostable wrapper.","[""Handmade to order 5-7 days"",""Free shipping on orders over $40"",""No returns on personalized items"",""Ships from Santa Fe, NM""]",https://www.etsy.com/listing/5000000218/solid-heather-shampoo-bar?ref=search_grid,MapleBarkDesigns
5000000219,Sugar Driftwood Body Scrub,"[""Bath & Beauty"",""Body"",""Body Scrubs""]",19.11,USD,Handmade driftwood sugar body scrub with coconut oil base. Gently exfoliates and moisturizes in one step. Made with organic cane sugar and driftwood essential oils. 8oz jar.,"[""Ready to ship today"",""Priority mail $7.95"",""30-day no hassle returns"",""Ships from Burlington, VT""]",https://www.etsy.com/listing/5000000219/sugar-driftwood-body-scrub?ref=search_grid,CoralReefCrafts
5000000220,Hand-Bound Riverstone Leather Journal,"[""Paper & Party"",""Stationery"",""Notebooks""]",37.46,USD,"Hand-bound journal with riverstone leather cover and linen thread Coptic stitch binding. 200 pages of 90gsm acid-free paper. Lies completely flat when open. A5 size (5.8""x8.3"").","[""Processing time 2-3 days"",""Free standard shipping"",""Store credit for returns within 14 days"",""Ships from Taos, NM""]",https://www.etsy.com/listing/5000000220/hand-bound-riverstone-leather-journal?ref=search_grid,SageAndSilkStudio
5000000221,Watercolor Pebble Beach Wedding Card,"[""Paper & Party"",""Cards"",""Wedding Cards""]",10.29,USD,"Hand-designed watercolor wedding card with pebble beach botanical illustration. Printed on 130lb recycled cardstock. Blank inside. A2 size with recycled kraft envelope. Set of 1, 5, or 10.","[""Ships in 3-4 business days"",""Calculated shipping at checkout"",""Returns for store credit within 21 days"",""Ships from Missoula, MT""]",https://www.etsy.com/listing/5000000221/watercolor-pebble-beach-wedding-card?ref=search_grid,OakMossCreative
5000000222,Hand-Painted Foxglove Wooden Puzzle,"[""Toys & Games"",""Wooden Toys"",""Educational Toys""]",24.04,USD,"Handmade wooden jigsaw puzzle with foxglove hand-painted design. Laser-cut from 1/4"" birch plywood. Non-toxic, child-safe paint. 30 pieces. Ages 3+. Comes in a reusable cotton bag.","[""Made fresh to order 4-6 days"",""Free shipping over $50"",""No returns on food or bath items"",""Ships from Olympia, WA""]",https://www.etsy.com/listing/5000000222/hand-painted-foxglove-wooden-puzzle?ref=search_grid,BirchwoodBindery
5000000223,Hand-Braided Blackberry Cat Toy Wand,"[""Pet Supplies"",""Cat Accessories"",""Cat Toys""]",8.51,USD,Handmade cat wand toy with blackberry braided cotton rope and natural feather attachment. 12-inch wand with 18-inch ribbon tail. Catnip-infused. Replacement feathers available.,"[""Usually ships next day"",""Free shipping on all orders"",""Easy 30-day returns"",""Ships from Chattanooga, TN""]",https://www.etsy.com/listing/5000000223/hand-braided-blackberry-cat-toy-wand?ref=search_grid,CrimsonCloakCraft
5000000224,Handcrafted Cinnamon Moonstone Pendant Necklace,"[""Jewelry"",""Necklaces"",""Pendant Necklaces""]",50.94,USD,"Delicate handcrafted pendant necklace featuring genuine cinnamon moonstone set in sterling silver. Wire-wrapped by hand, each piece is unique. Chain length 18 inches with lobster clasp. Comes in a kraft gift box.","[""Handcrafted 7-10 days lead time"",""Free USPS Priority on orders $75+"",""Custom orders non-refundable"",""Ships from Bozeman, MT""]",https://www.etsy.com/listing/5000000224/handcrafted-cinnamon-moonstone-pendant-necklace?ref=search_grid,DewdropDesignCo
5000000225,Custom Name Cardamom Gold-Fill Necklace,"[""Jewelry"",""Necklaces"",""Pendant Necklaces""]",52.25,USD,"Personalized cardamom name necklace hand-stamped on 14k gold-filled disc. Choose font and chain length (16"", 18"", 20""). Perfect birthday or anniversary gift. Tarnish resistant.","[""Ships within 48 hours"",""$4.50 flat rate shipping"",""Returns within 30 days with receipt"",""Ships from Flagstaff, AZ""]",https://www.etsy.com/listing/5000000225/custom-name-cardamom-gold-fill-necklace?ref=search_grid,EmeraldEweStudio
5000000226,Vintage-Style Clover Locket Necklace,"[""Jewelry"",""Necklaces"",""Lockets""]",108.0,USD,Antique-inspired clover brass locket necklace. Opens to hold two small photos. Intricately engraved exterior. Hangs on 24-inch brass chain. Includes velvet pouch.,"[""2-day processing"",""Free economy shipping"",""Exchanges accepted 14 days"",""Ships from Bend, OR""]",https://www.etsy.com/listing/5000000226/vintage-style-clover-locket-necklace?ref=search_grid,FogLightLeather
5000000227,Handwoven Thistle Friendship Bracelet,"[""Jewelry"",""Bracelets"",""Charm Bracelets""]",11.17,USD,"Handwoven thistle friendship bracelet made with premium waxed cotton thread. Adjustable sliding knot closure fits wrist sizes 5""-8"". Waterproof and durable. Available in 12 color combinations.","[""Ready to ship"",""Free shipping all US orders"",""Refunds within 7 days unopened"",""Ships from Durango, CO""]",https://www.etsy.com/listing/5000000227/handwoven-thistle-friendship-bracelet?ref=search_grid,GoldenFleeceFibers
5000000228,Hammered Wisteria Copper Cuff Bracelet,"[""Jewelry"",""Bracelets"",""Cuff Bracelets""]",43.08,USD,Hand-hammered pure copper cuff bracelet with wisteria patina finish. Adjustable opening fits most wrist sizes. Each piece is unique due to the hammering process. Width: 3/4 inch.,"[""Made to order 3-5 business days"",""Free USPS First Class shipping"",""Returns accepted within 30 days"",""Ships from Asheville, NC""]",https://www.etsy.com/listing/5000000228/hammered-wisteria-copper-cuff-bracelet?ref=search_grid,HawthornHollowCo
5000000229,Beaded Wren Gemstone Bracelet,"[""Jewelry"",""Bracelets"",""Charm Bracelets""]",50.69,USD,Handstrung wren gemstone bead bracelet on durable stretch cord. Features 8mm natural stone beads. Fits wrists up to 7.5 inches. Each bead is genuine natural stone.,"[""In stock ships within 1-2 days"",""Flat rate shipping $3.99"",""Exchanges only on unused items"",""Ships from Portland, ME""]",https://www.etsy.com/listing/5000000229/beaded-wren-gemstone-bracelet?ref=search_grid,IronwoodInkworks
5000000230,Hand-Forged Falcon Silver Stud Earrings,"[""Jewelry"",""Earrings"",""Stud Earrings""]",31.71,USD,Hand-forged sterling silver stud earrings with falcon texture. Posts are 925 sterling silver with butterfly backs. Nickel-free and hypoallergenic. Approx 10mm diameter.,"[""Handmade to order 5-7 days"",""Free shipping on orders over $40"",""No returns on personalized items"",""Ships from Santa Fe, NM""]",https://www.etsy.com/listing/5000000230/hand-forged-falcon-silver-stud-earrings?ref=search_grid,JasperJunctionCraft
5000000231,Wirewrapped Osprey Crystal Hoop Earrings,"[""Jewelry"",""Earrings"",""Hoop Earrings""]",64.29,USD,Handmade wire-wrapped hoop earrings featuring osprey crystal accents. Made with 20-gauge sterling silver wire. Hoop diameter: 35mm. Lightweight and comfortable for everyday wear.,"[""Ready to ship today"",""Priority mail $7.95"",""30-day no hassle returns"",""Ships from Burlington, VT""]",https://www.etsy.com/listing/5000000231/wirewrapped-osprey-crystal-hoop-earrings?ref=search_grid,KelpForestGoods
5000000232,Hand-Stamped Hawkweed Stacking Ring,"[""Jewelry"",""Rings"",""Band Rings""]",15.87,USD,Dainty hand-stamped hawkweed stacking ring in sterling silver. Available in sizes 4-12 including half sizes. 2mm wide band. Can be personalized with a word or date upon request.,"[""Processing time 2-3 days"",""Free standard shipping"",""Store credit for returns within 14 days"",""Ships from Taos, NM""]",https://www.etsy.com/listing/5000000232/hand-stamped-hawkweed-stacking-ring?ref=search_grid,LarchLaneCeramics
5000000233,Raw Crystal Dogwood Statement Ring,"[""Jewelry"",""Rings"",""Statement Rings""]",34.45,USD,Bold statement ring featuring raw dogwood crystal set in recycled brass. Adjustable band fits sizes 6-9. Each crystal is unique in shape and color. Finished with dogwood patina.,"[""Ships in 3-4 business days"",""Calculated shipping at checkout"",""Returns for store credit within 21 days"",""Ships from Missoula, MT""]",https://www.etsy.com/listing/5000000233/raw-crystal-dogwood-statement-ring?ref=search_grid,MistMeadowMakers
5000000234,Hand-Poured Sweetgrass Beeswax Candle,"[""Home & Living"",""Candles & Holders"",""Soy Candles""]",19.16,USD,"Pure beeswax pillar candle hand-poured with sweetgrass essential oil blend. Burns up to 40 hours with natural honey scent. No additives or artificial fragrances. Diameter: 3 inches, Height: 4 inches.","[""Made fresh to order 4-6 days"",""Free shipping over $50"",""No returns on food or bath items"",""Ships from Olympia, WA""]",https://www.etsy.com/listing/5000000234/hand-poured-sweetgrass-beeswax-candle?ref=search_grid,NettleNookStudio
5000000235,Coconut Wax Cattail Scented Jar Candle,"[""Home & Living"",""Candles & Holders"",""Soy Candles""]",24.22,USD,Small-batch cattail scented candle made with sustainable coconut wax. Wooden wick creates a soft crackling sound. Fragrance throw is excellent. 8oz glass jar. Burns 55+ hours.,"[""Usually ships next day"",""Free shipping on all orders"",""Easy 30-day returns"",""Ships from Chattanooga, TN""]",https://www.etsy.com/listing/5000000235/coconut-wax-cattail-scented-jar-candle?ref=search_grid,ObsidianOwlCrafts
5000000236,Macramé Bullrush Wall Hanging,"[""Home & Living"",""Home Decor"",""Wall Hangings""]",95.09,USD,"Intricate hand-knotted macramé wall hanging in bullrush natural cotton rope. Features layered fringe and geometric knot patterns. Includes driftwood dowel. Dimensions: 20""W x 40""L.","[""Handcrafted 7-10 days lead time"",""Free USPS Priority on orders $75+"",""Custom orders non-refundable"",""Ships from Bozeman, MT""]",https://www.etsy.com/listing/5000000236/macramé-bullrush-wall-hanging?ref=search_grid,PrairieRootPottery
5000000237,Dried Flower Sedge Wreath,"[""Home & Living"",""Home Decor"",""Wreaths""]",45.9,USD,"Handcrafted dried flower wreath featuring sedge seasonal botanicals. Preserved flowers, eucalyptus, and pampas grass arranged on grapevine base. Diameter 16 inches. Lasts 1-2 years.","[""Ships within 48 hours"",""$4.50 flat rate shipping"",""Returns within 30 days with receipt"",""Ships from Flagstaff, AZ""]",https://www.etsy.com/listing/5000000237/dried-flower-sedge-wreath?ref=search_grid,QuartzAndCloverCo
5000000238,Hand-Carved Bracken Wooden Shelf,"[""Home & Living"",""Furniture"",""Wooden Shelves""]",109.29,USD,"Solid walnut floating shelf hand-carved with bracken edge detail. Includes all mounting hardware. Length: 24 inches, Depth: 6 inches. Finished with food-safe beeswax oil.","[""2-day processing"",""Free economy shipping"",""Exchanges accepted 14 days"",""Ships from Bend, OR""]",https://www.etsy.com/listing/5000000238/hand-carved-bracken-wooden-shelf?ref=search_grid,RavenRidgeDesigns
5000000239,End-Grain Sorrel Walnut Cutting Board,"[""Home & Living"",""Kitchen & Dining"",""Cutting Boards""]",142.73,USD,"End-grain hardwood cutting board handmade from sorrel walnut and maple. Gentle on knife edges. Juice groove on one side. Oiled with food-safe mineral oil. 12""x9""x1.5"" thick.","[""Ready to ship"",""Free shipping all US orders"",""Refunds within 7 days unopened"",""Ships from Durango, CO""]",https://www.etsy.com/listing/5000000239/end-grain-sorrel-walnut-cutting-board?ref=search_grid,SaffronStitchCo
5000000240,Hand-Thrown Chamomile Ceramic Bowl Set,"[""Home & Living"",""Kitchen & Dining"",""Ceramic Bowls""]",101.51,USD,"Set of 4 hand-thrown ceramic bowls with chamomile reactive glaze. Each bowl holds 16oz. Microwave, dishwasher, and oven safe to 350°F. Slight variations in glaze make each set unique.","[""Made to order 3-5 business days"",""Free USPS First Class shipping"",""Returns accepted within 30 days"",""Ships from Asheville, NC""]",https://www.etsy.com/listing/5000000240/hand-thrown-chamomile-ceramic-bowl-set?ref=search_grid,ClayCottageStudio
5000000241,Hand-Knitted Yarrow Merino Beanie,"[""Clothing"",""Men"",""Hats & Caps""]",59.5,USD,Cozy hand-knitted beanie made from 100% superwash merino wool in yarrow colorway. Stretchy ribbed construction fits most head sizes. Machine washable on gentle cycle.,"[""In stock ships within 1-2 days"",""Flat rate shipping $3.99"",""Exchanges only on unused items"",""Ships from Portland, ME""]",https://www.etsy.com/listing/5000000241/hand-knitted-yarrow-merino-beanie?ref=search_grid,WildHoneyHandmade
5000000242,Crochet Valerian Lace Hair Scrunchie,"[""Clothing"",""Accessories"",""Hair Accessories""]",6.98,USD,"Handmade crochet scrunchie in valerian cotton lace pattern. Gentle on hair, no damage or kinks. Elastic band inside. Fits ponytail or bun. Sold as set of 3.","[""Handmade to order 5-7 days"",""Free shipping on orders over $40"",""No returns on personalized items"",""Ships from Santa Fe, NM""]",https://www.etsy.com/listing/5000000242/crochet-valerian-lace-hair-scrunchie?ref=search_grid,ThePotteryBarn
5000000243,Hand-Dyed Mugwort Silk Wrap Shawl,"[""Clothing"",""Women"",""Knitwear""]",139.73,USD,"Luxurious hand-dyed silk wrap shawl in mugwort watercolor pattern. 100% habotai silk. Dimensions 72""x22"". Each shawl is one-of-a-kind due to the hand-dyeing process.","[""Ready to ship today"",""Priority mail $7.95"",""30-day no hassle returns"",""Ships from Burlington, VT""]",https://www.etsy.com/listing/5000000243/hand-dyed-mugwort-silk-wrap-shawl?ref=search_grid,IndigoInkCrafts
5000000244,Hand-Stitched Nettle Leather Clutch,"[""Bags & Purses"",""Handbags"",""Clutches""]",113.85,USD,"Handmade leather clutch with nettle hand-stitching detail. Full-grain vegetable-tanned leather. Interior zipper pocket. Magnetic snap closure. Dimensions: 9""x5"". Includes wrist strap.","[""Processing time 2-3 days"",""Free standard shipping"",""Store credit for returns within 14 days"",""Ships from Taos, NM""]",https://www.etsy.com/listing/5000000244/hand-stitched-nettle-leather-clutch?ref=search_grid,FernAndFlintCo
5000000245,Waxed Canvas Burdock Backpack,"[""Bags & Purses"",""Backpacks"",""Canvas Backpacks""]",196.38,USD,"Heavy-duty waxed canvas backpack with burdock leather trim. Waterproof exterior, padded laptop sleeve (fits 15""). External and internal pockets. Antique brass hardware. Capacity: 20L.","[""Ships in 3-4 business days"",""Calculated shipping at checkout"",""Returns for store credit within 21 days"",""Ships from Missoula, MT""]",https://www.etsy.com/listing/5000000245/waxed-canvas-burdock-backpack?ref=search_grid,RosequartzRings
5000000246,Original Snowdrop Encaustic Wax Painting,"[""Art & Collectibles"",""Paintings"",""Oil Paintings""]",97.29,USD,"Original encaustic (hot wax) painting with snowdrop abstract composition. Pigmented beeswax layers fused with heat for luminous depth. 8""x10"" on birch panel. Ready to hang.","[""Made fresh to order 4-6 days"",""Free shipping over $50"",""No returns on food or bath items"",""Ships from Olympia, WA""]",https://www.etsy.com/listing/5000000246/original-snowdrop-encaustic-wax-painting?ref=search_grid,HarvestMoonGoods
5000000247,Hand-Sculpted Crocus Ceramic Figurine,"[""Art & Collectibles"",""Sculpture"",""Ceramic Figurines""]",35.62,USD,Hand-sculpted stoneware ceramic figurine with crocus glaze details. Each piece is individually made and unique. Kiln-fired for durability. Approx 4 inches tall.,"[""Usually ships next day"",""Free shipping on all orders"",""Easy 30-day returns"",""Ships from Chattanooga, TN""]",https://www.etsy.com/listing/5000000247/hand-sculpted-crocus-ceramic-figurine?ref=search_grid,TerraThreadWorks
5000000248,Fine Art Trillium Nature Photograph Print,"[""Art & Collectibles"",""Photography"",""Nature Photography""]",61.27,USD,Archival fine art print of original trillium nature photograph. Printed on 100% cotton rag paper with pigment inks. Fade-resistant for 100+ years. Available in 5x7 to 16x20.,"[""Handcrafted 7-10 days lead time"",""Free USPS Priority on orders $75+"",""Custom orders non-refundable"",""Ships from Bozeman, MT""]",https://www.etsy.com/listing/5000000248/fine-art-trillium-nature-photograph-print?ref=search_grid,MapleBarkDesigns
5000000249,Goat Milk Bloodroot Artisan Soap,"[""Bath & Beauty"",""Soaps"",""Goat Milk Soaps""]",15.41,USD,"Nourishing goat milk soap with bloodroot fragrance and botanical inclusions. Cold-process method preserves natural glycerin. Free from sulfates, parabens, and artificial colors. 4.5oz bar.","[""Ships within 48 hours"",""$4.50 flat rate shipping"",""Returns within 30 days with receipt"",""Ships from Flagstaff, AZ""]",https://www.etsy.com/listing/5000000249/goat-milk-bloodroot-artisan-soap?ref=search_grid,CoralReefCrafts
5000000250,Solid Hepatica Shampoo Bar,"[""Bath & Beauty"",""Hair Care"",""Shampoo Bars""]",11.5,USD,"Zero-waste solid shampoo bar with hepatica herbal blend. Replaces 2-3 bottles of liquid shampoo. Sulfate-free, suitable for all hair types. Lasts 60-80 washes. Comes in compostable wrapper.","[""2-day processing"",""Free economy shipping"",""Exchanges accepted 14 days"",""Ships from Bend, OR""]",https://www.etsy.com/listing/5000000250/solid-hepatica-shampoo-bar?ref=search_grid,SageAndSilkStudio
5000000251,Sugar Mayapple Body Scrub,"[""Bath & Beauty"",""Body"",""Body Scrubs""]",29.16,USD,Handmade mayapple sugar body scrub with coconut oil base. Gently exfoliates and moisturizes in one step. Made with organic cane sugar and mayapple essential oils. 8oz jar.,"[""Ready to ship"",""Free shipping all US orders"",""Refunds within 7 days unopened"",""Ships from Durango, CO""]",https://www.etsy.com/listing/5000000251/sugar-mayapple-body-scrub?ref=search_grid,OakMossCreative
5000000252,Hand-Bound Elderflower Leather Journal,"[""Paper & Party"",""Stationery"",""Notebooks""]",68.87,USD,"Hand-bound journal with elderflower leather cover and linen thread Coptic stitch binding. 200 pages of 90gsm acid-free paper. Lies completely flat when open. A5 size (5.8""x8.3"").","[""Made to order 3-5 business days"",""Free USPS First Class shipping"",""Returns accepted within 30 days"",""Ships from Asheville, NC""]",https://www.etsy.com/listing/5000000252/hand-bound-elderflower-leather-journal?ref=search_grid,BirchwoodBindery
5000000253,Watercolor Hawthorn Wedding Card,"[""Paper & Party"",""Cards"",""Wedding Cards""]",10.53,USD,"Hand-designed watercolor wedding card with hawthorn botanical illustration. Printed on 130lb recycled cardstock. Blank inside. A2 size with recycled kraft envelope. Set of 1, 5, or 10.","[""In stock ships within 1-2 days"",""Flat rate shipping $3.99"",""Exchanges only on unused items"",""Ships from Portland, ME""]",https://www.etsy.com/listing/5000000253/watercolor-hawthorn-wedding-card?ref=search_grid,CrimsonCloakCraft
5000000254,Hand-Painted Blackthorn Wooden Puzzle,"[""Toys & Games"",""Wooden Toys"",""Educational Toys""]",54.7,USD,"Handmade wooden jigsaw puzzle with blackthorn hand-painted design. Laser-cut from 1/4"" birch plywood. Non-toxic, child-safe paint. 30 pieces. Ages 3+. Comes in a reusable cotton bag.","[""Handmade to order 5-7 days"",""Free shipping on orders over $40"",""No returns on personalized items"",""Ships from Santa Fe, NM""]",https://www.etsy.com/listing/5000000254/hand-painted-blackthorn-wooden-puzzle?ref=search_grid,DewdropDesignCo
5000000255,Hand-Braided Rowan Cat Toy Wand,"[""Pet Supplies"",""Cat Accessories"",""Cat Toys""]",16.56,USD,Handmade cat wand toy with rowan braided cotton rope and natural feather attachment. 12-inch wand with 18-inch ribbon tail. Catnip-infused. Replacement feathers available.,"[""Ready to ship today"",""Priority mail $7.95"",""30-day no hassle returns"",""Ships from Burlington, VT""]",https://www.etsy.com/listing/5000000255/hand-braided-rowan-cat-toy-wand?ref=search_grid,EmeraldEweStudio
5000000256,Handcrafted Sloe Moonstone Pendant Necklace,"[""Jewelry"",""Necklaces"",""Pendant Necklaces""]",50.79,USD,"Delicate handcrafted pendant necklace featuring genuine sloe moonstone set in sterling silver. Wire-wrapped by hand, each piece is unique. Chain length 18 inches with lobster clasp. Comes in a kraft gift box.","[""Processing time 2-3 days"",""Free standard shipping"",""Store credit for returns within 14 days"",""Ships from Taos, NM""]",https://www.etsy.com/listing/5000000256/handcrafted-sloe-moonstone-pendant-necklace?ref=search_grid,FogLightLeather
5000000257,Custom Name Damson Gold-Fill Necklace,"[""Jewelry"",""Necklaces"",""Pendant Necklaces""]",38.96,USD,"Personalized damson name necklace hand-stamped on 14k gold-filled disc. Choose font and chain length (16"", 18"", 20""). Perfect birthday or anniversary gift. Tarnish resistant.","[""Ships in 3-4 business days"",""Calculated shipping at checkout"",""Returns for store credit within 21 days"",""Ships from Missoula, MT""]",https://www.etsy.com/listing/5000000257/custom-name-damson-gold-fill-necklace?ref=search_grid,GoldenFleeceFibers
5000000258,Vintage-Style Persimmon Locket Necklace,"[""Jewelry"",""Necklaces"",""Lockets""]",70.82,USD,Antique-inspired persimmon brass locket necklace. Opens to hold two small photos. Intricately engraved exterior. Hangs on 24-inch brass chain. Includes velvet pouch.,"[""Made fresh to order 4-6 days"",""Free shipping over $50"",""No returns on food or bath items"",""Ships from Olympia, WA""]",https://www.etsy.com/listing/5000000258/vintage-style-persimmon-locket-necklace?ref=search_grid,HawthornHollowCo
5000000259,Handwoven Quince Friendship Bracelet,"[""Jewelry"",""Bracelets"",""Charm Bracelets""]",20.5,USD,"Handwoven quince friendship bracelet made with premium waxed cotton thread. Adjustable sliding knot closure fits wrist sizes 5""-8"". Waterproof and durable. Available in 12 color combinations.","[""Usually ships next day"",""Free shipping on all orders"",""Easy 30-day returns"",""Ships from Chattanooga, TN""]",https://www.etsy.com/listing/5000000259/handwoven-quince-friendship-bracelet?ref=search_grid,IronwoodInkworks
5000000260,Hammered Medlar Copper Cuff Bracelet,"[""Jewelry"",""Bracelets"",""Cuff Bracelets""]",31.02,USD,Hand-hammered pure copper cuff bracelet with medlar patina finish. Adjustable opening fits most wrist sizes. Each piece is unique due to the hammering process. Width: 3/4 inch.,"[""Handcrafted 7-10 days lead time"",""Free USPS Priority on orders $75+"",""Custom orders non-refundable"",""Ships from Bozeman, MT""]",https://www.etsy.com/listing/5000000260/hammered-medlar-copper-cuff-bracelet?ref=search_grid,JasperJunctionCraft
5000000261,Beaded Mulberry Gemstone Bracelet,"[""Jewelry"",""Bracelets"",""Charm Bracelets""]",26.44,USD,Handstrung mulberry gemstone bead bracelet on durable stretch cord. Features 8mm natural stone beads. Fits wrists up to 7.5 inches. Each bead is genuine natural stone.,"[""Ships within 48 hours"",""$4.50 flat rate shipping"",""Returns within 30 days with receipt"",""Ships from Flagstaff, AZ""]",https://www.etsy.com/listing/5000000261/beaded-mulberry-gemstone-bracelet?ref=search_grid,KelpForestGoods
5000000262,Hand-Forged Gooseberry Silver Stud Earrings,"[""Jewelry"",""Earrings"",""Stud Earrings""]",19.45,USD,Hand-forged sterling silver stud earrings with gooseberry texture. Posts are 925 sterling silver with butterfly backs. Nickel-free and hypoallergenic. Approx 10mm diameter.,"[""2-day processing"",""Free economy shipping"",""Exchanges accepted 14 days"",""Ships from Bend, OR""]",https://www.etsy.com/listing/5000000262/hand-forged-gooseberry-silver-stud-earrings?ref=search_grid,LarchLaneCeramics
5000000263,Wirewrapped Bilberry Crystal Hoop Earrings,"[""Jewelry"",""Earrings"",""Hoop Earrings""]",47.31,USD,Handmade wire-wrapped hoop earrings featuring bilberry crystal accents. Made with 20-gauge sterling silver wire. Hoop diameter: 35mm. Lightweight and comfortable for everyday wear.,"[""Ready to ship"",""Free shipping all US orders"",""Refunds within 7 days unopened"",""Ships from Durango, CO""]",https://www.etsy.com/listing/5000000263/wirewrapped-bilberry-crystal-hoop-earrings?ref=search_grid,MistMeadowMakers
5000000264,Hand-Stamped Crowberry Stacking Ring,"[""Jewelry"",""Rings"",""Band Rings""]",43.9,USD,Dainty hand-stamped crowberry stacking ring in sterling silver. Available in sizes 4-12 including half sizes. 2mm wide band. Can be personalized with a word or date upon request.,"[""Made to order 3-5 business days"",""Free USPS First Class shipping"",""Returns accepted within 30 days"",""Ships from Asheville, NC""]",https://www.etsy.com/listing/5000000264/hand-stamped-crowberry-stacking-ring?ref=search_grid,NettleNookStudio
5000000265,Raw Crystal Cloudberry Statement Ring,"[""Jewelry"",""Rings"",""Statement Rings""]",65.19,USD,Bold statement ring featuring raw cloudberry crystal set in recycled brass. Adjustable band fits sizes 6-9. Each crystal is unique in shape and color. Finished with cloudberry patina.,"[""In stock ships within 1-2 days"",""Flat rate shipping $3.99"",""Exchanges only on unused items"",""Ships from Portland, ME""]",https://www.etsy.com/listing/5000000265/raw-crystal-cloudberry-statement-ring?ref=search_grid,ObsidianOwlCrafts
5000000266,Hand-Poured Lingonberry Beeswax Candle,"[""Home & Living"",""Candles & Holders"",""Soy Candles""]",12.33,USD,"Pure beeswax pillar candle hand-poured with lingonberry essential oil blend. Burns up to 40 hours with natural honey scent. No additives or artificial fragrances. Diameter: 3 inches, Height: 4 inches.","[""Handmade to order 5-7 days"",""Free shipping on orders over $40"",""No returns on personalized items"",""Ships from Santa Fe, NM""]",https://www.etsy.com/listing/5000000266/hand-poured-lingonberry-beeswax-candle?ref=search_grid,PrairieRootPottery
5000000267,Coconut Wax Bearberry Scented Jar Candle,"[""Home & Living"",""Candles & Holders"",""Soy Candles""]",24.55,USD,Small-batch bearberry scented candle made with sustainable coconut wax. Wooden wick creates a soft crackling sound. Fragrance throw is excellent. 8oz glass jar. Burns 55+ hours.,"[""Ready to ship today"",""Priority mail $7.95"",""30-day no hassle returns"",""Ships from Burlington, VT""]",https://www.etsy.com/listing/5000000267/coconut-wax-bearberry-scented-jar-candle?ref=search_grid,QuartzAndCloverCo
5000000268,Macramé Hackberry Wall Hanging,"[""Home & Living"",""Home Decor"",""Wall Hangings""]",107.58,USD,"Intricate hand-knotted macramé wall hanging in hackberry natural cotton rope. Features layered fringe and geometric knot patterns. Includes driftwood dowel. Dimensions: 20""W x 40""L.","[""Processing time 2-3 days"",""Free standard shipping"",""Store credit for returns within 14 days"",""Ships from Taos, NM""]",https://www.etsy.com/listing/5000000268/macramé-hackberry-wall-hanging?ref=search_grid,RavenRidgeDesigns
5000000269,Dried Flower Buffaloberry Wreath,"[""Home & Living"",""Home Decor"",""Wreaths""]",40.33,USD,"Handcrafted dried flower wreath featuring buffaloberry seasonal botanicals. Preserved flowers, eucalyptus, and pampas grass arranged on grapevine base. Diameter 16 inches. Lasts 1-2 years.","[""Ships in 3-4 business days"",""Calculated shipping at checkout"",""Returns for store credit within 21 days"",""Ships from Missoula, MT""]",https://www.etsy.com/listing/5000000269/dried-flower-buffaloberry-wreath?ref=search_grid,SaffronStitchCo
5000000270,Hand-Carved Aurora Wooden Shelf,"[""Home & Living"",""Furniture"",""Wooden Shelves""]",136.41,USD,"Solid walnut floating shelf hand-carved with aurora edge detail. Includes all mounting hardware. Length: 24 inches, Depth: 6 inches. Finished with food-safe beeswax oil.","[""Made fresh to order 4-6 days"",""Free shipping over $50"",""No returns on food or bath items"",""Ships from Olympia, WA""]",https://www.etsy.com/listing/5000000270/hand-carved-aurora-wooden-shelf?ref=search_grid,ClayCottageStudio
